trade_num,efilename,exfilename,tradedate,scriptname,nifty,sector,quantity,entryprice,slprice,entryreason,entrytime,exitprice,exittime,exitreason,tradetype,riskreward,profitloss,capital,mistakeslearning,papertrade
105,NONE,NONE,2019-03-01,TITAN,None,None,49,1023.97,1020.0,Out of system trade. not good. re entered with new sl . mistake,9_26_20_PM,1020.0,9_26_20_PM,NONE,LONG,-1R,-194.53,10000,SL hit.,False
106,NONE,NONE,2019-03-05,DHFL,None,None,106,131.1,131.1,Pre open shows bullish but shorted.,10_28_06_PM,129.5,10_28_06_PM,NONE,SHORT,-1R,-169.6,10000,SL hit.,False
107,NONE,NONE,2019-03-05,MUTHOOTFIN,None,None,45,533.8,533.8,shorted SL hit,10_30_01_PM,530.0,10_30_01_PM,NONE,SHORT,-1R,-171.0,10000,SL hit.,False
108,NONE,NONE,2019-03-05,ESCORTS,None,None,63,678.7,678.7,SL hit within three mins.,10_30_56_PM,676.0,10_30_56_PM,NONE,SHORT,-1R,-170.1,10000,..,False
109,NONE,NONE,2019-03-05,JSWSTEEL,None,None,113,286.4,288.5,,10_32_04_PM,287.0,10_32_04_PM,NONE,SHORT,0.4R,67.8,10000,Trailing sl hit.,False
110,NONE,NONE,2019-03-05,MUTHOOTFIN ,None,None,58,538.9,533.8,Trailing sl hit.,10_32_41_PM,536.0,10_32_41_PM,NONE,LONG,-0.57R,-168.2,10000,..,False
111,entry_KOTAKBANK_2019-03-06_10_22_29_PM.jpg,NONE,2019-03-06,KOTAKBANK,None,None,13,1240.0,1234.3,was long.,10_22_29_PM,1245.95,10_22_29_PM,NONE,LONG,1.04R,77.35,10000,Booked. at good time.,False
112,entry_KOTAKBANK_2019-03-06_10_24_40_PM.jpg,NONE,2019-03-06,KOTAKBANK,None,None,20,1238.0,1234.3,entry long side.,10_24_40_PM,1245.95,10_24_40_PM,NONE,LONG,2.15R,159.0,10000,Booked..,False
113,entry_RELINFRA_2019-03-06_10_25_38_PM.jpg,NONE,2019-03-06,RELINFRA,None,None,69,139.7,140.1,out of system. Should not have shorted.,10_25_38_PM,139.0,10_25_38_PM,NONE,SHORT,-0.64R,-48.3,10000,Good that trailing sl hit..,False
114,entry_SUNPHARMA_2019-03-06_10_28_21_PM.jpg,NONE,2019-03-06,SUNPHARMA,None,None,18,448.0,443.8,Preserving gains are now most imp. Booked although it moved way too high.,10_28_21_PM,452.85,10_28_21_PM,NONE,LONG,1.15R,87.3,10000,Booked full.,False
115,entry_SUNPHARMA_2019-03-07_10_05_34_PM.jpg,NONE,2019-03-07,SUNPHARMA,None,None,29,459.3,455.3,Market was slightly Bullish. I should have ideally not trade this kind of market until trend is clear.,10_05_34_PM,458.0,10_05_34_PM,NONE,LONG,-0.32R,-37.7,10000,Trailing sl hit.,False
116,entry_JSWSTEEL_2019-03-07_10_08_58_PM.jpg,NONE,2019-03-07,JSWSTEEL,None,None,74,288.3,287.25,ideally this position should not have initiated. Even UP signals was not there.,10_08_58_PM,287.25,10_08_58_PM,NONE,LONG,-1R,-77.7,10000,SL hit.,False
117,entry_JSWSTEEL_2019-03-07_10_13_03_PM.jpg,NONE,2019-03-07,JSWSTEEL,None,None,71,287.9,288.6,I really should not have shorted this. thing. out of system trade. unnecessary brokerage.,10_13_03_PM,287.5,10_13_03_PM,NONE,SHORT,-0.36R,-28.4,10000,Thanks i moved my SL. quickly.,False
118,entry_SUNPHARMA_2019-03-07_10_15_16_PM.jpg,NONE,2019-03-07,SUNPHARMA,None,None,34,458.7,456.4,Sometimes u pay the price of aggressively moving sl.,10_15_16_PM,458.06,10_15_16_PM,NONE,LONG,-0.28R,-21.76,10000,Again. loss.,False
119,entry_JSWSTEEL_2019-03-07_10_17_35_PM.jpg,NONE,2019-03-07,JSWSTEEL,None,None,111,287.6,286.9,Third time . again buy.,10_17_35_PM,290.4,10_17_35_PM,NONE,LONG,4R,310.8,10000,Finally. It could fetched more.,False
120,entry_SUNPHARMA_2019-03-07_10_19_56_PM.jpg,NONE,2019-03-07,SUNPHARMA,None,None,29,458.0,455.3,OVERTRADING. entered again. just REALIZE HOW TOUGH JOB IT IS.,10_19_56_PM,459.3,10_19_56_PM,NONE,LONG,0.48R,37.7,10000,Exited with small profit.,False
121,entry_YES_2019-03-07_10_22_44_PM.jpg,NONE,2019-03-07,YES,None,None,71,232.0,230.9,,10_22_44_PM,230.9,10_22_44_PM,NONE,LONG,-1R,-78.1,10000,sl hit.,False
122,entry_BIOCON_2019-03-10_9_47_31_AM.jpg,NONE,2019-03-08,BIOCON,None,None,36,618.44,618.2,Did not booked profits. i was more focused on profits. the candle stick physiology i did not understand which is the core thing.,9_47_31_AM,616.0,9_47_31_AM,NONE,SHORT,-1.11R,-87.84,10000,Booked.,False
123,entry_BIOCON_2019-03-10_9_51_51_AM.jpg,NONE,2019-03-08,BIOCON,None,None,28,617.28,619.8,again mistake i made. not understanding the reversal,9_51_51_AM,617.0,9_51_51_AM,NONE,SHORT,-0.1R,-7.84,10000,Trailing SL hit,False
124,entry_BIOCON_2019-03-10_9_54_03_AM.jpg,NONE,2019-03-08,BIOCON,None,None,46,618.45,618.2,UNDERSTAND THE PSYCHOLOGY PART,9_54_03_AM,616.5,9_54_03_AM,NONE,SHORT,-1.15R,-89.7,10000,SL HIT..,False
125,entry_APOLLOTYRE_2019-03-10_9_55_24_AM.jpg,NONE,2019-03-08,APOLLOTYRE,None,None,79,213.3,212.3,WAS LONG. AND MADE ENTRY ON PULL BACK. WHICH IS GOOD.,9_55_24_AM,214.5,9_55_24_AM,NONE,LONG,1.2R,94.8,10000,bOOKED.,False
126,entry_CEATLTD_2019-03-10_9_57_24_AM.jpg,NONE,2019-03-08,CEATLTD,None,None,20,1117.0,1113.0,GOOD ENTRY ON PULLBACK. WHICH IS MUCH BETTER.,9_57_24_AM,1124.4,9_57_24_AM,NONE,LONG,1.85R,148.0,10000,bOOKED.,False
127,entry_DHFL_2019-03-11_9_14_44_PM.jpg,NONE,2019-03-11,DHFL,None,None,143,135.4,134.3,entry. nothing was wrong. it buyit on pull back but stock just did not move up. it was much above my predefined SL.,9_14_44_PM,136.0,9_14_44_PM,NONE,LONG,0.55R,85.8,10000,Trailing sl hit.,False
128,entry_DHFL_2019-03-11_9_17_18_PM.jpg,NONE,2019-03-11,DHFL,None,None,112,134.7,133.3,SL hit.,9_17_18_PM,134.2,9_17_18_PM,NONE,LONG,-0.36R,-56.0,10000,Trailing l hit,False
129,entry_VGUARD_2019-03-11_9_18_54_PM.jpg,NONE,2019-03-11,VGUARD,None,None,197,217.6,217.6,Shorting in green market. wrong entry. really. seriously.,9_18_54_PM,216.8,9_18_54_PM,NONE,SHORT,-1R,-157.6,10000,SL HIT..,False
130,entry_GAIL_2019-03-12_9_34_36_PM.jpg,NONE,2019-03-12,GAIL,None,None,102,355.8,354.5,mistake1 stock was for short. i went long.2. markets are green but profit booking hence moving down,9_34_36_PM,355.5,9_34_36_PM,NONE,LONG,-0.23R,-30.6,10000,Good that trailing sl hit. otherwise could have been in losses. minimizing losses is  great.,False
131,entry_GAIL_2019-03-12_9_38_57_PM.jpg,NONE,2019-03-12,GAIL,None,None,118,353.75,357.0,entry but could have hold longer,9_38_57_PM,355.7,9_38_57_PM,NONE,SHORT,1.5R,230.1,10000,Missed to move SL for another,False
132,entry_DIVISLAB_2019-03-13_9_58_04_PM.jpg,NONE,2019-03-13,DIVISLAB,None,None,22,1690.0,1713.0,entry. was not on pullback I could wait to form high then enter on pullback,9_58_04_PM,1706.0,9_58_05_PM,NONE,SHORT,2.29R,352.0,10000,Booked little early.,False
133,entry_HINDALCO_2019-03-13_10_00_34_PM.jpg,NONE,2019-03-13,HINDALCO,None,None,104,202.75,205.5,Booked. but I could have waited more. even trailing on 5 min high would be good.,10_00_34_PM,204.0,10_00_34_PM,NONE,SHORT,0.83R,130.0,10000,Booked. but I could have waited mo.,False
134,entry_CESC_2019-03-13_10_03_06_PM.jpg,NONE,2019-03-13,CESC,None,None,44,728.8,735.9,entry.,10_03_06_PM,732.4,10_03_06_PM,NONE,SHORT,1.03R,158.4,10000,Booked.,False
135,entry_WIPRO_2019-03-13_10_04_52_PM.jpg,NONE,2019-03-13,WIPRO,None,None,156,263.0,261.95,SLhit in just 10 seconds. and moved way down.,10_04_52_PM,261.95,10_04_52_PM,NONE,LONG,-1R,-163.8,10000,SL hit.,False
136,entry_AXISBANK_2019-03-14_9_45_48_PM.jpg,NONE,2019-03-14,AXISBANK,None,None,55,747.0,747.0,SL Hit. I did not wait for pullback.,9_45_48_PM,744.0,9_45_48_PM,NONE,SHORT,-1R,-165.0,10000,SL hit.,False
137,entry_AXISBANK_2019-03-14_9_50_05_PM.jpg,NONE,2019-03-14,AXISBANK,None,None,50,746.5,750.1,okay. I moved my trailing SL it hit that then moved in my direction.,9_50_05_PM,746.8,9_50_05_PM,NONE,SHORT,0.09R,15.0,10000,SLhit.,False
138,entry_BAJAJ-AUTO_2019-03-14_9_51_15_PM.jpg,NONE,2019-03-14,BAJAJ-AUTO,None,None,15,3000.0,2988.9,not good. my trailing SL hit.,9_51_15_PM,3002.0,9_51_15_PM,NONE,LONG,0.18R,30.0,10000,SL.,False
139,entry_JETAIRWAYS_2019-03-14_9_53_36_PM.jpg,NONE,2019-03-14,JETAIRWAYS,None,None,234,239.3,239.1,this is the most I regret. did not follow my rule of three trades.,9_53_36_PM,238.4,9_53_36_PM,NONE,SHORT,-1.29R,-210.6,10000,Trade purely on greed and very tight SL...,False
140,NONE,NONE,2019-03-14,AXISBANK,None,None,94,738.3,744.1,,9_56_11_PM,742.5,9_56_11_PM,NONE,SHORT,2.62R,394.8,10000,Booked.. taken after noon trade. not good. as per system.even after that I am in -150,False
141,entry_LUPIN_2019-03-15_8_34_10_AM.jpg,exit_LUPIN_2019-03-15_8_34_10_AM.jpg,2019-03-15,LUPIN,None,None,27,772.25,773.7,MY SL was not in proper place. moreover it already formed a bottom and short term reversal is about to come.,8_34_10_AM,770.0,8_34_10_AM,NONE,SHORT,-0.61R,-60.75,10000,SL hit.,False
142,entry_MUTHOOTFIN_2019-03-15_8_38_11_AM.jpg,exit_MUTHOOTFIN_2019-03-15_8_38_11_AM.jpg,2019-03-15,MUTHOOTFIN,None,None,27,602.0,606.0,Trailing SL hit. View was correct.,8_38_11_AM,600.0,8_38_11_AM,NONE,SHORT,-0.33R,-54.0,10000,Trailing sl hit.,False
143,entry_BAJAJ-AUTO_2019-03-15_8_41_01_AM.jpg,NONE,2019-03-15,BAJAJ-AUTO,None,None,21,3005.0,2997.3,just sl hit and moved up.,8_41_01_AM,3004.5,8_41_01_AM,NONE,LONG,-0.06R,-10.5,10000,Again Trailing SL hit,False
144,entry_RAYMOND_2019-03-17_8_43_46_AM.jpg,exit_RAYMOND_2019-03-17_8_43_46_AM.jpg,2019-03-18,RAYMOND,None,None,34,829.45,833.8,Sl hit.,8_43_46_AM,829.1,8_43_46_AM,NONE,SHORT,-0.07R,-11.9,10000,Trailing sl hit.,False
145,entry_BIOCON_2019-03-19_8_21_23_AM.jpg,NONE,2019-03-18,BIOCON,None,None,75,630.4,630.1,I am really confused as what to do. ?? was up more than 200 but did not book.,8_21_23_AM,628.0,8_21_23_AM,NONE,SHORT,-1.14R,-180.0,10000,.. should I hold or book. once i book it went further ahead once i hold I goes opposite . very badly trapped me..,False
146,entry_BIOCON_2019-03-19_8_25_10_AM.jpg,NONE,2019-03-18,BIOCON,None,None,38,630.41,630.1,JALE PE NANAK. AGAIN ADDED TO POSITION.,8_25_10_AM,626.0,8_25_10_AM,NONE,SHORT,-1.08R,-167.58,10000,SL HIT.,False
147,entry_WIPRO_2019-03-19_8_26_15_AM.jpg,NONE,2019-03-18,WIPRO,None,None,100,261.0,259.8,AGAIN TRADED OUT OF GREED. NIFTY IT WAS UNDER PRESSURE.,8_26_15_AM,259.7,8_26_15_AM,NONE,SHORT,-13R,-130.0,10000,sl HIT.,False
148,entry_RELCAPITAL_2019-03-19_9_26_21_PM.jpg,NONE,2019-03-19,RELCAPITAL,None,None,94,189.4,189.45,out of system trade.,9_26_21_PM,187.9,9_26_21_PM,NONE,SHORT,-0.97R,-141,10000,Sl hit.,False
149,entry_PETRONET_2019-03-19_9_28_37_PM.jpg,NONE,2019-03-19,PETRONET,None,None,208,243.3,242.6,I just missed SL by .10 points then it moved up later. quite a risk you know.,9_28_37_PM,244.8,9_28_37_PM,NONE,LONG,2.14R,312,10000,Booked. good movement in afternoon session.,False
150,entry_VEDL_2019-03-20_11_43_07_PM.jpg,NONE,2019-03-20,VEDL,None,None,74,175.3,176.5,not as per system it price did not reach my ZONE hence purely emotional based judgement and trading.,11_43_07_PM,174.5,11_43_07_PM,NONE,SHORT,-0.4R,-59.2,10000,..,False
151,entry_SBIN_2019-03-20_11_47_16_PM.jpg,exit_SBIN_2019-03-20_11_47_16_PM.jpg,2019-03-20,SBIN,None,None,82,300.3,298.5,Very good entry but I did not TRUST MY STOPS AND backed out early by fear. not system.,11_47_16_PM,301.55,11_47_16_PM,NONE,LONG,0.69R,102.5,10000,...,False
152,entry_HAVELS_2019-03-20_11_49_21_PM.jpg,NONE,2019-03-20,HAVELS,None,None,35,762,757.8,again trade out of greed. prices were not in my zone.,11_49_21_PM,761.5,11_49_21_PM,NONE,LONG,-0.12R,-17.5,10000,Exited early good.,False
153,entry_BIOCON_2019-03-20_11_51_25_PM.jpg,NONE,2019-03-20,BIOCON,None,None,29,632,641.2,good entry,11_51_25_PM,636,11_51_25_PM,NONE,SHORT,0.77R,116,10000,Booked .,False
154,entry_BIOCON_2019-03-20_11_53_37_PM.jpg,NONE,2019-03-20,BIOCON,None,None,35,632,641.2,added more to position,11_53_37_PM,637,11_53_37_PM,NONE,SHORT,1.19R,175,10000,booked,False
155,entry_RBLBANK_2019-03-26_9_30_16_PM.jpg,NONE,2019-03-26,RBLBANK,None,None,24,656.5,656.5,Sl hit then move in my direction.Counter trend trade.,9_30_16_PM,650,9_30_16_PM,NONE,SHORT,-1R,-156,10000,SL hit. ,False
156,NONE,NONE,2019-03-26,MINDTREE,None,None,48,941,937.8,Trailing sl hit. only move sl when you have booked out target profits.,9_31_52_PM,940.05,9_31_52_PM,NONE,LONG,-0.3R,-45.6,10000,Trailing sl hit.,False
157,entry_INDIANB_2019-03-26_9_34_13_PM.jpg,NONE,2019-03-26,INDIANB,None,None,102,267.45,273.5,CO for indian bank,9_34_13_PM,272.05,9_34_13_PM,NONE,SHORT,3.17R,469.2,10000,Booked.,False
158,NONE,NONE,2019-03-26,MINDTREE,None,None,81,942,940.1,over trade.,9_38_12_PM,939,9_38_12_PM,NONE,SHORT,-2.73R,-243,10000,SL hit.,False
159,NONE,NONE,2019-03-26,REPCOHOME,None,None,67,450,451.3,Very tight SL,9_40_35_PM,449,9_40_35_PM,NONE,SHORT,-0.43R,-67,10000,Sl hit.,False
160,entry_VOLTAS_2019-03-26_9_42_19_PM.jpg,NONE,2019-03-26,VOLTAS,None,None,51,611.5,608,CO order.on market.,9_42_19_PM,618.45,9_42_19_PM,NONE,LONG,1.99R,354.45,10000,Booked..,False
161,NONE,NONE,2019-03-26,NIFTY1940411500PE,None,None,75,104,96.95,my first option trade.,9_44_53_PM,96.95,9_44_53_PM,NONE,LONG,-1R,-528.75,10000,Sl hit. and moved up after that.,False
162,entry_WOCKPHARMA_2019-03-27_10_05_20_PM.jpg,NONE,2019-03-27,WOCKPHARMA,None,None,28,438,438,Stock was gapped. Need to wait sometime,10_05_20_PM,433,10_05_20_PM,NONE,SHORT,-1R,-140,10000,SL hit.,False
163,entry_JSWSTEEL_2019-03-27_10_07_27_PM.jpg,NONE,2019-03-27,JSWSTEEL,None,None,49,282.6,279.75,booked early.,10_07_27_PM,284.55,10_07_27_PM,NONE,LONG,0.68R,95.55,10000,Booked.,False
164,entry_JSWSTEEL_2019-03-27_10_09_22_PM.jpg,NONE,2019-03-27,JSWSTEEL,None,None,62,282,279.75,little early booked.,10_09_22_PM,284.5,10_09_22_PM,NONE,LONG,1.11R,155,10000,Booked little early.,False
165,entry_VOLTAS_2019-03-27_10_10_47_PM.jpg,NONE,2019-03-27,VOLTAS,None,None,31,625.7,631,exited early due to fear of it moving up,10_10_47_PM,626.5,10_10_47_PM,NONE,SHORT,0.18R,24.8,10000,..,False
166,entry_PETRONET_2019-03-27_10_12_10_PM.jpg,NONE,2019-03-27,PETRONET,None,None,100,235,233.6,again exited early. trust your stops,10_12_10_PM,236.44,10_12_10_PM,NONE,LONG,1.03R,144,10000,booked.,False
167,entry_SUNTV_2019-03-27_10_15_59_PM.jpg,NONE,2019-03-27,SUNTV,None,None,33,600.8,600.7,not the proper entry for sl.,10_15_59_PM,596.72,10_15_59_PM,NONE,SHORT,-1.03R,-134.64,10000,SL hit.,False
168,NONE,NONE,2019-03-27,NIFTY11500CE,None,None,75,95,83,okay.taken hugh risk of 500rs. with gain of 2r. which is avg.,10_18_48_PM,96.7,10_18_48_PM,NONE,LONG,0.14R,127.5,10000,...,False
