trade_num,efilename,exfilename,tradedate,scriptname,nifty,sector,quantity,entryprice,slprice,entryreason,entrytime,exitprice,exittime,exitreason,tradetype,riskreward,profitloss,capital,mistakeslearning,papertrade
82,entry_TORNPOWER_2018-12-20_9_37_02_AM.jpg,exit_TORNTPOWER_2018-12-20_NONE.jpg,12/20/2018,TORNTPOWER,None,None,21,264.0,273.5,near my resistance.,9_37_02_AM,268.7,NONE,booked full,SHORT,0.98R,98.7,10292,Covered. Only concern is that do i have that gut t keep it running till end of the day.?,True
83,entry_VEDL_2018-12-20_9_40_03_AM.jpg,exit_VEDL_2018-12-20_NONE.jpg,12/20/2018,VEDL,None,None,49,202.6,200.5,near support,9_40_03_AM,203.5,NONE,Booked full,LONG,0.43R,44.1,0,Not much movement it gave had to cover it some how.,True
84,entry_HEXAWARE_2018-12-20_9_42_26_AM.jpg,exit_HEXAWARE_2018-12-20_NONE.jpg,12/20/2018,HEXAWARE,None,None,30,321.0,331.7,near  resistance.,9_42_26_AM,328.3,NONE,,SHORT,2.15R,219.0,10292,Good trade it almost touched my sl . MAKE SURE TO HAVE IT AT PROPER PLACE.,True
85,entry_JET_2018-12-20_9_45_35_AM.jpg,NONE,12/20/2018,JET,None,None,32,0.0,263.2,NO TRADE: advanced short,9_45_35_AM,260.0,NONE,,SHORT,0R,0.0,0,lo,True
86,entry_ITC_2018-12-20_9_47_49_AM.jpg,NONE,12/20/2018,ITC,None,None,32,0.0,290.5,NO TRADE: advanced  short,9_47_49_AM,287.3,NONE,,SHORT,0R,0.0,0,lo,True
87,entry_bharatfin_2018-12-20_9_51_42_AM.jpg,NONE,12/20/2018,bharatfin,None,None,8,0.0,1050.6,NO TRADE: advanced short,9_51_42_AM,1038.0,NONE,,SHORT,0R,0.0,0,lo,True
88,entry_WIPRO_2018-12-21_9_22_03_AM.jpg,exit_WIPRO_2018-12-21_NONE.jpg,12/21/2018,WIPRO,None,None,31,0.0,339.0,NO TRADE: near resistance.,9_22_03_AM,335.7,NONE,,SHORT,0R,0.0,0,Missed this trade for 1 point.,True
89,entry_drredy_2018-12-21_9_23_56_AM.jpg,exit_drredy_2018-12-21_NONE.jpg,12/21/2018,drredy,None,None,7,2608.0,2593.6,SL HIT: near support,9_23_56_AM,2593.6,NONE,,LONG,-1R,-100.8,0,SL HIT. BUT IT'S VERY GOOD. EVEN THE MARKETS ARE IN DEEP RED THIS ONE WAS SHOWING LITTLE UP STRENGTH.,True
90,entry_ACC_2018-12-21_9_26_24_AM.jpg,exit_ACC_2018-12-21_NONE.jpg,12/21/2018,ACC,None,None,7,1482.0,1545.4,near resistance.,9_26_24_AM,1531.6,NONE,,SHORT,3.59R,347.2,0,Entry on time at fixed limit price near my resistance.,True
91,entry_indianb_2018-12-21_9_28_22_AM.jpg,exit_indianb_2018-12-21_NONE.jpg,12/21/2018,indianb,None,None,20,236.8,231.6,NO TRADE: advanced buy,9_28_22_AM,0.0,NONE,,LONG,0R,0.0,0,NO TRADE,True
92,entry_TAMO_2018-12-21_9_30_22_AM.jpg,exit_TAMO_2018-12-21_NONE.jpg,12/21/2018,TAMO,None,None,20,0.0,189.7,NO TRADE: advanced short,9_30_22_AM,184.6,NONE,,SHORT,0R,0.0,0,NO TRADE,True
93,entry_RELIANCE_2018-12-21_9_34_43_AM.jpg,NONE,12/21/2018,RELIANCE,None,None,8,0.0,1154.5,advacnd short,9_34_43_AM,1141.6,NONE,,SHORT,0R,0.0,0,NO TRADE. but re ward could be hugh this Friday if i were made market order instead of limit order at higher price.,True
94,entry_STRANSFIN_2018-12-21_9_36_51_AM.jpg,exit_STRANSFIN_2018-12-21_NONE.jpg,12/21/2018,STRANSFIN,None,None,6,0.0,1297.0,NO TRADE: advanced short,9_36_51_AM,1280.0,NONE,,SHORT,0R,0.0,0,NO TRADE. but re ward could be hugh this Friday if i were made market order instead of limit order at higher price.,True
95,entry_RELCAPITAL_2018-12-24_9_34_15_AM.jpg,exit_RELCAPITAL_2018-12-24_NONE.jpg,12/24/2018,RELCAPITAL,None,None,30,0.0,227.2,NO TRADE: advanced short,9_34_15_AM,223.8,NONE,,SHORT,0R,0.0,0,AGAIN MISSED SHORT BY FEW PIPS. WHAT TO DO.?? OR I CAN ENTER A MARKET ORDER.? OR 1 LIMIT AND OTHER MARKET ORDER.?,True
96,entry_TAMo_2018-12-24_9_36_11_AM.jpg,exit_TAMo_2018-12-24_NONE.jpg,12/24/2018,TAMo,None,None,34,0.0,182.5,NO TRADE: advancedshort,9_36_11_AM,179.5,NONE,,SHORT,0R,0.0,0,NO TRADE: advanced short. MISSED MY ENTRY BY TWO PIPS. BUT IT IS NECESSARY TO ENSURE GOOD RISK TO REWARD. CANNOT COMPROMISE ON STOP LOSS,True
97,entry_JET_2018-12-24_9_38_22_AM.jpg,exit_JET_2018-12-24_NONE.jpg,12/24/2018,JET,None,None,16,0.0,265.1,NO TRADE,9_38_22_AM,258.7,NONE,,SHORT,0R,0.0,0,NO TRADE,True
98,entry_raymond_2018-12-24_9_41_41_AM.jpg,exit_raymond_2018-12-24_NONE.jpg,12/24/2018,raymond,None,None,10,818.0,807.9,NO TRADE: advanced long,9_41_41_AM,0.0,NONE,,LONG,0R,0.0,0,NO TRADE.,True
99,entry_DRREDDY_2018-12-24_9_43_19_AM.jpg,exit_DRREDDY_2018-12-24_NONE.jpg,12/24/2018,DRREDDY,None,None,7,2580.7,2607.6,advanced shorting.. ,9_43_19_AM,2593.0,NONE,,SHORT,0.84R,86.1,0,Although i was short on this. but it did not gave the movement i expected. it's OKAY. part of the game. bt i need to learn my exit when movement is not there.,True
100,entry_VOLTAS_2018-12-24_9_47_06_AM.jpg,exit_VOLTAS_2018-12-24_NONE.jpg,12/24/2018,VOLTAS,None,None,15,556.75,549.75,ADVANCED BUY,9_47_06_AM,562.2,NONE,,LONG,0.78R,81.75,0,not a very good trade. long should have been cancelled as markets were deep red.,True
101,entry_INDIANB_2018-12-24_9_52_30_AM.jpg,exit_INDIANB_2018-12-24_NONE.jpg,12/24/2018,INDIANB,None,None,28,235.5,231.8,NO Trade: ADVANCED BUY,9_52_30_AM,0.0,NONE,,LONG,0R,0.0,0,Missed long entry by few .50 pips.,True
102,entry_hindpetro_2018-12-26_9_36_14_AM.jpg,exit_hindpetro_2018-12-26_NONE.jpg,2018-12-26,hindpetro,None,None,26,0.0,254.7,NO TRADE: ADVANCED BUYING SL ORDER,9_36_14_AM,250.8,NONE,,SHORT,0R,0.0,0,NO trade. missed entry by few pips,True
103,entry_DRREDDY_2018-12-26_9_37_44_AM.jpg,exit_DRREDDY_2018-12-26_NONE.jpg,2018-12-26,DRREDDY,None,None,13,2577.0,2603.0,shorting.. ,9_37_44_AM,2594.8,NONE,target achieved.,SHORT,2.17R,231.4,0,Good trade but only if I made it to the point to exit at certain profits targets.,True
104,entry_MC-DOWELL_2018-12-26_9_38_51_AM.jpg,exit_MC-DOWELL_2018-12-26_NONE.jpg,2018-12-26,MC-DOWELL,None,None,11,578.2,569.0,NO TRADE .advanced buying,9_38_51_AM,0.0,NONE,,LONG,0R,0.0,0,No trade.,True
105,entry_hindpetro_2018-12-26_9_44_39_AM.jpg,exit_hindpetro_2018-12-26_NONE.jpg,2018-12-26,hindpetro,RED,DDOWN,17,245.2,254.7,market  order short,9_44_39_AM,248.5,NONE,,SHORT,0.53R,56.1,0,This was another order i placed when i saw markets were down and could not move up,True
106,entry_JET_2018-12-26_9_49_09_AM.jpg,exit_JET_2018-12-26_NONE.jpg,2018-12-26,JET,None,None,27,256.8,264.9,advanced short,9_49_09_AM,261.1,NONE,,SHORT,1.13R,116.1,0,Markets were in deep red.  but reversed to green later in day. my sl short order triggered and it moved down a little from resistance but eventually it broke the range.,True
107,entry_RELINFRA_2018-12-27_8_42_37_AM.jpg,NONE,2018-12-27,RELINFRA,None,None,15,289.9,282.5,NO TRADE after market sl order buy,8_42_37_AM,0.0,NONE,,LONG,0R,0.0,0,My learnings from this trad,True
108,entry_tataelexi_2018-12-27_8_44_37_AM.jpg,NONE,2018-12-27,tataelexi,None,None,7,974.2,959.0,NO TRADE: advanced buy. sl order,8_44_37_AM,0.0,NONE,,LONG,0R,0.0,0,My learnings from this trad,True
109,entry_ACC_2018-12-27_9_33_16_AM.jpg,exit_ACC_2018-12-27_NONE.jpg,2018-12-27,ACC,None,None,13,1486.8,1478.6,SL HIT near support. but not sure.,9_33_16_AM,1478.6,NONE,,LONG,-1R,-106.6,0,SL HIT. although the level is not clearly showing the support there and previous candles are below the zone,True
110,entry_RELIANCE_2018-12-27_9_35_14_AM.jpg,exit_RELIANCE_2018-12-27_NONE.jpg,2018-12-27,RELIANCE,None,None,7,0.0,1158.0,NO TRADE: ADVANCED SHORT,9_35_14_AM,1142.0,NONE,,SHORT,0R,0.0,0,My learnings from this trade,True
111,entry_GAIL_2018-12-27_9_37_28_AM.jpg,NONE,2018-12-27,GAIL,None,None,21,0.0,369.5,NOTRADE:advanced short,9_37_28_AM,364.3,NONE,,SHORT,0R,0.0,0,Missed entry by 1pip,True
112,entry_hindpetro_2018-12-27_9_38_50_AM.jpg,NONE,2018-12-27,hindpetro,None,None,26,235.3,231.0,NO Trade: advanced buy: SL entry,9_38_50_AM,0.0,NONE,,LONG,0R,0.0,0,My learnings from this trade,True
113,entry_DRREDDY_2018-12-27_9_41_10_AM.jpg,exit_DRREDDY_2018-12-27_NONE.jpg,2018-12-27,DRREDDY,None,None,7,2604.2,2588.0,advanced buySL entry,9_41_10_AM,2588.0,NONE,SL HIT,LONG,-1R,-113.4,0,SL hit. although market is green but it did not gave the enough up move.,True
114,entry_CHENNPETRO_2018-12-27_9_48_16_AM.jpg,exit_CHENNPETRO_2018-12-27_NONE.jpg,2018-12-27,CHENNPETRO,None,None,31,280.0,276.5,buying near support,9_48_16_AM,279.8,NONE,Exit. not seeing good trade it may move down further,LONG,-0.06R,-6.2,0,It went up but gone down before. SL would have hit.if kept open,True
115,entry_HINDPETRO_2018-12-27_10_08_29_AM.jpg,exit_HINDPETRO_2018-12-27_NONE.jpg,2018-12-27,HINDPETRO,None,None,33,243.15,239.8,buy,10_08_29_AM,253.3,NONE,Good trade. but to wait till market close.do i have that patience.?,LONG,3.03R,334.95,0,Good buy trade. ,True
116,entry_ITC_2018-12-28_8_27_42_AM.jpg,NONE,2018-12-28,ITC,None,None,32,0.0,290.3,No Trade: advanced short,8_27_42_AM,286.9,NONE,,SHORT,0R,0.0,0,No Trade. Its okay at least i am very clear on my system and when to enter with what stop-loss. ,True
117,entry_ULTRACEMCO_2018-12-28_8_55_39_AM.jpg,NONE,2018-12-28,ULTRACEMCO,None,None,2,0.0,4184.0,No Trade: advanced short,8_55_39_AM,4130.0,NONE,,SHORT,0R,0.0,0,No Trade,True
118,entry_bajaj-auto_2018-12-28_8_57_46_AM.jpg,NONE,2018-12-28,bajaj-auto,None,None,4,0.0,2855.0,No Trade: advanced short,8_57_46_AM,2825.0,NONE,,SHORT,0R,0.0,0,No Trade: advanced short SL order.,True
119,entry_ITC_2018-12-28_9_27_25_AM.jpg,exit_ITC_2018-12-28_NONE.jpg,2018-12-28,ITC,None,None,28,0.0,289.75,No Trade: shorting,9_27_25_AM,285.8,NONE,,,0R,0.0,0,My learnings from this trade.,True
120,entry_JET_2018-12-28_9_29_43_AM.jpg,exit_JET_2018-12-28_NONE.jpg,2018-12-28,JET,None,None,28,265.1,261.1,NO Trade buy. Missed by two points,9_29_43_AM,0.0,NONE,,LONG,0R,0.0,0,NO Trade,True
121,entry_INDUSIND_2018-12-28_9_31_02_AM.jpg,exit_INDUSIND_2018-12-28_NONE.jpg,2018-12-28,INDUSIND,None,None,3,0.0,1678.1,NO Trade short,9_31_02_AM,1644.2,NONE,,SHORT,0R,0.0,0,NO Trade,True
122,entry_GAIL_2018-12-28_9_35_20_AM.jpg,NONE,2018-12-28,GAIL,None,None,20,0.0,371.5,No Trade,9_35_20_AM,366.1,NONE,,SHORT,0R,0.0,0,No Trade,True
123,entry_HEXA_2018-12-28_9_41_11_AM.jpg,exit_HEXA_2018-12-28_NONE.jpg,2018-12-28,HEXA,None,None,27,329.0,334.5,near resistance,9_41_11_AM,330.4,NONE,,SHORT,0.34R,37.8,0,Although on paper it is profitable but it would not be actually.,True
124,entry_ACC_2018-12-28_9_44_52_AM.jpg,exit_ACC_2018-12-28_NONE.jpg,2018-12-28,ACC,None,None,9,1489.4,1489.4,SL HIT. short. it went up near my resistance. but markets are green,9_44_52_AM,1477.0,NONE,,SHORT,-1R,-111.6,0,SL HIT,True
125,entry_RELIANCE_2018-12-28_11_37_50_AM.jpg,exit_RELIANCE_2018-12-28_NONE.jpg,2018-12-28,RELIANCE,None,None,10,0.0,1158.7,NO TRADE: short. markets seems not going up more,11_37_50_AM,1147.3,NONE,,SHORT,0R,0.0,0,No Trade,True
126,entry_HINDALCO_2018-12-31_9_33_33_AM.jpg,exit_HINDALCO_2018-12-31_NONE.jpg,2018-12-31,HINDALCO,None,None,56,225.4,228.3,Not a good Trade. near my resistance.,9_33_33_AM,226.3,NONE,,SHORT,0.45R,50.4,0,Not a good trade. market was kind of up and dull whole day.,True
127,entry_AMARAJA_2018-12-31_9_35_23_AM.jpg,exit_AMARAJA_2018-12-31_NONE.jpg,2018-12-31,AMARAJA,None,None,0,0.0,757.0,No Trade advanced short: SL order,9_35_23_AM,748.9,NONE,,SHORT,0R,0.0,0,no Trade,True
128,entry_SRTRANFIN_2018-12-31_9_37_56_AM.jpg,exit_SRTRANFIN_2018-12-31_NONE.jpg,2018-12-31,SRTRANFIN,None,None,6,0.0,1295.4,No Trade advanced short,9_37_56_AM,1276.0,NONE,,SHORT,0R,0.0,0,No trade,True
129,entry_JSWSTEEL_2018-12-31_9_39_42_AM.jpg,exit_JSWSTEEL_2018-12-31_NONE.jpg,2018-12-31,JSWSTEEL,None,None,22,0.0,314.9,No Trade advanced short,9_39_42_AM,309.8,NONE,,SHORT,0R,0.0,0,No Trade,True
130,entry_AUROPHARMA_2018-12-31_9_42_17_AM.jpg,exit_AUROPHARMA_2018-12-31_NONE.jpg,2018-12-31,AUROPHARMA,None,None,15,718.7,711.6,NO TRADE Long,9_42_17_AM,0.0,NONE,,LONG,0R,0.0,0,NO TRADE,True
131,entry_HEXAWARE_2018-12-31_9_45_46_AM.jpg,exit_HEXAWARE_2018-12-31_NONE.jpg,2018-12-31,HEXAWARE,None,None,46,333.3,333.3,SL HIT near my resistance,9_45_46_AM,330.9,NONE,,SHORT,-1R,-110.4,0,SL Hit,True
132,entry_RELCPITAL_2018-12-31_9_47_33_AM.jpg,exit_RELCPITAL_2018-12-31_NONE.jpg,2018-12-31,RELCPITAL,None,None,44,227.0,224.5,No Trade,9_47_33_AM,0.0,NONE,nn,LONG,0R,0.0,0,No Trade: missed by few .90paise,True
133,entry_HINDALCO_2018-12-31_9_54_09_AM.jpg,exit_HINDALCO_2018-12-31_NONE.jpg,2018-12-31,HINDALCO,None,None,52,0.0,233.0,NO Trade: short at upper-line,9_54_09_AM,230.9,NONE,,SHORT,0R,0.0,0,NO TRADE,True
134,entry_Relcapital_2018-12-31_10_03_27_AM.jpg,exit_Relcapital_2018-12-31_NONE.jpg,2018-12-31,Relcapital,None,None,29,228.3,224.5,long,10_03_27_AM,231.3,NONE,,LONG,0.79R,87.0,0,Market was not in the move kind of dull market it was.,True
135,entry_ACC_2019-01-01_9_27_01_AM.jpg,exit_ACC_2019-01-01_NONE.jpg,2019-01-01,ACC,None,None,8,1490.1,1475.6,long,9_27_01_AM,1475.6,NONE,,LONG,-1R,-116.0,0,SL hit. that why I must wait to see the price action in my zone for less risk,True
136,entry_relcapital_2019-01-01_9_28_36_AM.jpg,exit_relcapital_2019-01-01_NONE.jpg,2019-01-01,relcapital,None,None,32,227.7,224.3,No Trade : long,9_28_36_AM,0.0,NONE,,LONG,0R,0.0,0,no trade. stock was in sideways only,True
137,entry_drreddy_2019-01-01_9_30_00_AM.jpg,exit_drreddy_2019-01-01_NONE.jpg,2019-01-01,drreddy,None,None,4,2605.3,2580.0,long,9_30_00_AM,2622.5,NONE,booked full,LONG,0.68R,68.8,0,No a good trade it went up from the zone but not good move. may be i should wait for price to come into the zone,True
138,entry_JET_2019-01-01_9_31_41_AM.jpg,exit_JET_2019-01-01_NONE.jpg,2019-01-01,JET,None,None,24,278.9,274.3,long,9_31_41_AM,282.5,NONE,BOOKED FULL,LONG,0.78R,86.4,0,Executed this trade with SL order,True
139,entry_VEDL_2019-01-01_9_33_08_AM.jpg,NONE,2019-01-01,VEDL,None,None,58,0.0,206.5,NO TRADE short,9_33_08_AM,204.6,NONE,,SHORT,0R,0.0,0,My learnings from this trade,True
140,entry_BPCL_2019-01-01_9_38_49_AM.jpg,exit_BPCL_2019-01-01_NONE.jpg,2019-01-01,BPCL,None,None,17,0.0,384.5,NO TRADE advanced short,9_38_49_AM,378.0,NONE,,SHORT,0R,0.0,0,NO TRADE,True
141,entry_GAIL_2019-01-01_9_42_32_AM.jpg,exit_GAIL_2019-01-01_NONE.jpg,2019-01-01,GAIL,None,None,28,0.0,369.6,NO TRADE: short,9_42_32_AM,365.7,NONE,,SHORT,0R,0.0,0,seems my advanced sl orders are not working out. most of them are in no trade hopefully not in loss.,True
142,entry_AMBUJA_2019-01-01_9_54_27_AM.jpg,exit_AMBUJA_2019-01-01_NONE.jpg,2019-01-01,AMBUJA,None,None,33,0.0,231.9,NO Trade SHORT,9_54_27_AM,228.6,NONE,,SHORT,0R,0.0,0,Not sure but seems it hit my price and moved down.not possible in actual.,True
143,entry_raymond_2019-01-02_9_25_38_AM.jpg,exit_raymond_2019-01-02_NONE.jpg,2019-01-02,raymond,None,None,13,0.0,851.8,no trade short,9_25_38_AM,843.4,NONE,none,SHORT,0R,0.0,0,no trade,True
144,entry_raymond_2019-01-02_9_27_58_AM.jpg,exit_raymond_2019-01-02_NONE.jpg,2019-01-02,raymond,None,None,18,0.0,851.8,no trade short,9_27_58_AM,845.6,NONE,none,SHORT,0R,0.0,0,no trade,True
145,entry_DLF_2019-01-02_9_30_43_AM.jpg,exit_DLF_2019-01-02_NONE.jpg,2019-01-02,DLF,None,None,46,0.0,183.2,no trade short,9_30_43_AM,180.8,NONE,no trade,SHORT,0R,0.0,0,missed by .80,True
146,entry_auropharma_2019-01-02_9_34_42_AM.jpg,exit_auropharma_2019-01-02_NONE.jpg,2019-01-02,auropharma,None,None,15,717.0,709.5,NO TRADE: long,9_34_42_AM,0.0,NONE,,LONG,0R,0.0,0,NO TRADE,True
147,entry_JET_2019-01-02_9_37_06_AM.jpg,exit_JET_2019-01-02_NONE.jpg,2019-01-02,JET,None,None,29,261.6,277.8,short from gapped,9_37_06_AM,274.0,NONE,Booked full at market close,SHORT,3.26R,359.6,0,Very good Trade it is.,True
148,entry_voltas_2019-01-02_9_39_11_AM.jpg,exit_voltas_2019-01-02_NONE.jpg,2019-01-02,voltas,None,None,21,0.0,572.8,NO TRADE> advanced short,9_39_11_AM,567.5,NONE,,SHORT,0R,0.0,0,No trade. it did not reach my price level.,True
149,entry_srtransfin_2019-01-02_9_41_43_AM.jpg,exit_srtransfin_2019-01-02_NONE.jpg,2019-01-02,srtransfin,None,None,5,0.0,1298.1,NO TRADE: short,9_41_43_AM,1276.5,NONE,,SHORT,0R,0.0,0,no trade. it did not reach my price level.,True
150,entry_PETRONET_2019-01-02_10_05_55_AM.jpg,exit_PETRONET_2019-01-02_NONE.jpg,2019-01-02,PETRONET,None,None,48,0.0,234.0,NO TRADE Missed this trade by .30 points. SHORT,10_05_55_AM,231.7,NONE,,SHORT,0R,0.0,0,breaking that high is only for long so my price should be set for below it.,True
151,entry_DRREDDY_2019-01-02_10_31_52_AM.jpg,exit_DRREDDY_2019-01-02_NONE.jpg,2019-01-02,DRREDDY,None,None,16,2577.4,2605.3,short below the low,10_31_52_AM,2598.5,NONE,,SHORT,3.1R,337.6,0,Awesome Trade this too. I placed SL order below the range.,True
152,entry_JET_2019-01-02_10_33_14_AM.jpg,exit_JET_2019-01-02_NONE.jpg,2019-01-02,JET,None,None,48,261.5,278.0,short below the line,10_33_14_AM,275.7,NONE,,SHORT,6.17R,681.6,0,One of the great move. Jet almost 6% down,True
153,entry_petronet_2019-01-02_11_33_02_AM.jpg,exit_petronet_2019-01-02_NONE.jpg,2019-01-02,petronet,None,None,41,228.3,233.7,short,11_33_02_AM,231.0,NONE,Booked,SHORT,1R,110.7,0,Market were  later moved deeply down.,True
154,entry_SUN_2019-01-03_9_23_01_AM.jpg,NONE,2019-01-03,SUN,None,None,19,0.0,460.1,advanced short,9_23_01_AM,454.3,NONE,none,SHORT,0R,0.0,0,My learnings from this trade,True
155,entry_hexaware_2019-01-03_9_26_07_AM.jpg,exit_hexaware_2019-01-03_NONE.jpg,2019-01-03,hexaware,None,None,31,327.6,335.5,short,9_26_07_AM,331.9,NONE,booked,SHORT,1.19R,133.3,0,booked this trade.,True
156,entry_chennpetro_2019-01-03_9_28_16_AM.jpg,exit_chennpetro_2019-01-03_NONE.jpg,2019-01-03,chennpetro,None,None,28,279.2,275.3,long,9_28_16_AM,282.4,NONE,booked at end.,LONG,0.82R,89.6,0,Executed this trade on SL order.,True
157,entry_DRREDDY_2019-01-03_9_30_17_AM.jpg,exit_DRREDDY_2019-01-03_NONE1.jpg,2019-01-03,DRREDDY,None,None,17,2603.0,2603.0,exited.,9_30_17_AM,2596.6,NONE1,sl hit,SHORT,-1R,-108.8,0,made a mistake and became to aggressive for good RR. should have put sl order below the range.,True
158,entry_indusind_2019-01-03_9_32_40_AM.jpg,exit_indusind_2019-01-03_NONE.jpg,2019-01-03,indusind,None,None,12,1556.8,1574.0,no trade. exited short.no keep it there.,9_32_40_AM,1565.0,NONE,NONE,SHORT,0.91R,98.4,0,It went down but no as expected,True
159,entry_drreddy_2019-01-03_9_36_16_AM.jpg,exit_drreddy_2019-01-03_NONE.jpg,2019-01-03,drreddy,None,None,10,2604.0,2593.0,SL HIT,9_36_16_AM,2593.0,NONE,SLHIT,LONG,-1R,-110.0,0,SL HIT,True
160,entry_ultracem_2019-01-03_9_38_09_AM.jpg,NONE,2019-01-03,ultracem,None,None,2,0.0,4126.0,NO TRADE advanced short,9_38_09_AM,4068.0,NONE,NONE,SHORT,0R,0.0,0,NO TRADE,True
161,entry_indusind_2019-01-03_9_39_44_AM.jpg,exit_indusind_2019-01-03_NONE.jpg,2019-01-03,indusind,None,None,11,1575.2,1565.0,long,9_39_44_AM,1580.0,NONE,booked,LONG,0.47R,52.8,0,initially market was not in mood. not a good gain.,True
162,entry_amaraaja_2019-01-03_9_53_06_AM.jpg,NONE,2019-01-03,amaraaja,None,None,12,719.4,710.5,NO TRADE long advacned,9_53_06_AM,0.0,NONE,NONE,LONG,0R,0.0,0,NO TRADE,True
163,entry_ITC_2019-01-03_10_18_32_AM.jpg,NONE,2019-01-03,ITC,None,None,44,0.0,288.3,NO TRADE short,10_18_32_AM,285.8,NONE,NONE,SHORT,0R,0.0,0,NO TRADE,True
164,entry_chennpetro_2019-01-04_9_17_58_AM.jpg,exit_chennpetro_2019-01-04_NONE.jpg,2019-01-04,chennpetro,None,None,56,279.0,277.2,long	,9_17_58_AM,288.4,NONE,Booked full around market close,LONG,5.22R,526.4,0,make sure to have proper entry little above the price if trend is confirmed. could not miss out by little point.,True
165,entry_DRREDDY_2019-01-04_9_31_10_AM.jpg,exit_DRREDDY_2019-01-04_NONE.jpg,2019-01-04,DRREDDY,None,None,4,2539.7,2515.5,no trade: just monitor market may go deep red. advanced long sl order,9_31_10_AM,0.0,NONE,no trade,LONG,0R,0.0,0,no trade,True
166,entry_indusind_2019-01-04_9_32_29_AM.jpg,exit_indusind_2019-01-04_NONE.jpg,2019-01-04,indusind,None,None,9,1541.0,1574.0,short,9_32_29_AM,1563.0,NONE,booked around 2pm,SHORT,2R,198.0,0,Good short trade. but markets went high. need to monitor the index also,True
167,entry_HEXAWARE_2019-01-07_8_54_50_AM.jpg,NONE,2019-01-07,HEXAWARE,None,None,17,0.0,352.0,NO TRADE advanced short. SL order,8_54_50_AM,346.1,NONE,NONE,SHORT,0R,0.0,10000,SL order.,True
168,entry_DRREDDY_2019-01-07_9_01_11_AM.jpg,exit_DRREDDY_2019-01-07_NONE.jpg,2019-01-07,DRREDDY,None,None,4,2544.7,2517.3,sl order. Long,9_01_11_AM,2561.7,NONE,NONE,LONG,0.62R,68.0,10000,Triggered this trade later in day,True
169,entry_VOLTAS_2019-01-07_9_03_20_AM.jpg,NONE,2019-01-07,VOLTAS,None,None,25,532.0,528.0,NO TRADE: long sl order,9_03_20_AM,0.0,NONE,NONE,LONG,0R,0.0,10000,NO TRADE,True
170,entry_hindpetro_2019-01-07_9_05_01_AM.jpg,NONE,2019-01-07,hindpetro,None,None,25,243.4,239.4,NO TRADE: long sl order,9_05_01_AM,0.0,NONE,NONE,LONG,0R,0.0,10000,My learnings from this trade,True
171,entry_JSWSTEEL_2019-01-07_9_10_22_AM.jpg,exit_JSWSTEEL_2019-01-07_9_10_22_AM.jpg,2019-01-07,JSWSTEEL,None,None,24,290.0,298.5,short slorder,9_10_22_AM,294.3,9_10_22_AM,booked.,SHORT,1.02R,103.2,10000,booked. around gap fill.,True
172,entry_GAIL_2019-01-07_9_13_24_AM.jpg,exit_GAIL_2019-01-07_9_13_24_AM.jpg,2019-01-07,GAIL,None,None,22,350.6,346.0,NO Trade. sl order,9_13_24_AM,0.0,9_13_24_AM,NONE,LONG,0R,0.0,10000,missed the move by .70 points.,True
173,entry_HINDPETRO_2019-01-09_9_10_08_AM.jpg,NONE,2019-01-09,HINDPETRO,None,None,36,242.5,239.7,Exit long sl order.,9_10_08_AM,0.0,9_10_08_AM,NONE,LONG,0R,0.0,10000,My learnings from this trad,True
174,entry_JET_2019-01-09_9_14_13_AM.jpg,exit_JET_2019-01-09_9_14_13_AM.jpg,2019-01-09,JET,None,None,20,238.3,233.4,SLorder,9_14_13_AM,0.0,9_14_13_AM,NONE,LONG,0R,0.0,10000,no trade.,True
175,entry_reddy_2019-01-09_9_19_56_AM.jpg,exit_reddy_2019-01-09_9_19_56_AM.jpg,2019-01-09,reddy,None,None,6,2608.0,2608.0,Stoploss hit.. :sl order,9_19_56_AM,2590.0,9_19_56_AM,NONE,SHORT,-1R,-108.0,10000,SLhit..,True
176,entry_SUN_2019-01-09_9_21_20_AM.jpg,exit_SUN_2019-01-09_9_21_20_AM.jpg,2019-01-09,SUN,None,None,21,0.0,458.8,no trade sl order,9_21_20_AM,454.0,9_21_20_AM,NONE,SHORT,0R,0.0,10000,again missed this one by just .50 paise. Seriously man need to retrospect or either take one market order and one Sl order.,True
177,entry_TAMO_2019-01-09_9_26_29_AM.jpg,exit_TAMO_2019-01-09_9_25_29_AM.jpg,2019-01-09,TAMO,None,None,40,0.0,187.0,no trade. short. sl order,9_26_29_AM,184.5,9_25_29_AM,NONE,SHORT,0R,0.0,10000,Missed trade by 1 points.,True
178,entry_jswsteel_2019-01-09_9_30_31_AM.jpg,NONE,2019-01-09,jswsteel,None,None,42,0.0,297.8,no trade. sl order.short,9_30_31_AM,295.4,9_30_31_AM,NONE,SHORT,0R,0.0,10000,no trade. again missed due as it did not pull back and was more focussed on proper RR.,True
179,entry_DLF_2019-01-09_9_33_57_AM.jpg,exit_DLF_2019-01-09_9_33_57_AM.jpg,2019-01-09,DLF,None,None,77,179.5,184.8,sl order,9_33_57_AM,183.5,9_33_57_AM,booked around 1PM,SHORT,3.08R,308.0,10000,good trade but do i have patience to wait so long.,True
